search_rank,product_name,old_price,discount,new_price,rating,number_of_ratings,official_store,brand_name,source
184,"Infinix Smart 6 Plus 64GB/3GB(Up To 6GB) Ram Dual Sim 4G, 5000 MAh - Crystal Volet",5289.0,13,4599.0,,0,Non,Not a brand,Jumia
185,（1Pcs Yellow Cable） Lighter Car Charger Mobile Phone Charger Dual USB Connector Fast Charging For IPhone Huawei Samsung OnePlus Xiaomi,676.0,23,520.0,,0,Non,Not a brand,Jumia
186,realme C33 4G 128GB - Aqua Blue,5799.0,6,5450.0,,0,Non,Not a brand,Jumia
187,Vivo Y21a - 6.5 Inches - 4GB RAM/64GB ROM - Diamond Glow,5999.0,11,5333.0,,0,Non,Not a brand,Jumia
188,"Samsung Galaxy A03 Core Dual Sim, 32GB, 2GB RAM, 4G, 6.5 Inches - Black",5404.0,6,5059.0,,0,Non,Not a brand,Jumia
189,Car Dashboard Anti-skid Magic Sticky Silicone Pad,341.0,30,239.0,3.0,1,Non,Not a brand,Jumia
190,OPPO A55 - 6.51-inch 128GB/4GB Dual SIM 4G Mobile Phone - Rainbow Blue,6699.0,0,6699.0,,0,Non,Not a brand,Jumia
191,realme C30s – 6.5 Inch – 32GB/2GB RAM,10500.0,65,3700.0,,0,Non,Not a brand,Jumia
192,"Iku A12 Dual SIM, 64GB Memory, 4GB RAM,  6.5"" Inches - Twilight Blue",5174.0,11,4599.0,,0,Non,Not a brand,Jumia
193,Nokia 105 Dual Sim - Mobile Phone - Charcoal +Free Mobile Holder,999.0,10,899.0,,0,Non,Not a brand,Jumia
194,Nokia New 105 Dual Sim - Mobile Phone - Charcoal +Free Mobile Holder,999.0,10,899.0,,0,Non,Not a brand,Jumia
195,(C)150W Car Charger12V/24V 2Socket  Lighter Adapter Multi,794.0,23,611.0,,0,Non,Not a brand,Jumia
