,search_rank,product_name,old_price,discount,new_price,rating,number_of_ratings,official_store,brand_name,source
495,496,Fashion Men Tank Tops Round Neck Sleeveless Solid Color Hollow Out Breathable Vests Men  Skinny Streetwear Casual Tops S-5XL INCERUN-Black,1513.0,42,878.0,,0,Non,Not a brand,Jumia
496,497,2 Piece Set Men's Round Neck Short Sleeve Shorts Set -Black,1288.32,34,847.04,,0,Non,Not a brand,Jumia
497,498,2 Piece Set Men's Round Neck Short Sleeve Shorts Set -Black,1353.92,41,801.28,,0,Non,Not a brand,Jumia
498,499,Fashion (Black)Plus Size Fashion Summer Solid Color Women Clothing Cross Strap Round Neck Selveless Casual Loose Tank Top Vest Tops WAR,1686.0,42,970.0,,0,Non,Not a brand,Jumia
499,500,Fashion (Dark Blue)Plus Size Fashion Summer Solid Color Women Clothing Cross Strap Round Neck Selveless Casual Loose Tank Top Vest Tops WAR,1686.0,42,970.0,,0,Non,Not a brand,Jumia
500,501,"Fashion (Black Vest)2021NEW Summer Sleeveless Round Neck Heavy Industry Irregular Camisole, Herringbone Cotton Fashion All-match Double-shoulder Top WAR",3458.0,42,2000.0,,0,Non,Not a brand,Jumia
501,502,Fashion (butterfly Black)Women's Casual Fashion Colorful Love Print Undershirt Tops Loose Round Neck Ladies Vest Top Women Clothes Breathable Tank#p30 WAR,1617.0,42,930.0,,0,Non,Not a brand,Jumia
502,503,Fashion (Black)Women’s Fashion Top Solid Color Round Neck Sleeveless Backless Hollow Out  Bandage Vest Top Summer Sexy Casual Tank Tops WAR,1548.0,43,890.0,,0,Non,Not a brand,Jumia
503,504,Fashion (balck)Women Clothes Breathable Tank Classic Undershirt Women's Casual Fashion Loose Round Neck Colorful Printed Undershirt Tops#p30 WAR,1846.0,42,1070.0,,0,Non,Not a brand,Jumia
504,505,Fashion (heart Black)Women's Casual Fashion Colorful Love Print Undershirt Tops Loose Round Neck Ladies Vest Top Women Clothes Breathable Tank#p30 WAR,1617.0,42,930.0,,0,Non,Not a brand,Jumia
505,506,Fashion (multicolor Black)Women's Casual Fashion Colorful Love Print Undershirt Tops Loose Round Neck Ladies Vest Top Women Clothes Breathable Tank#p30 WAR,1617.0,42,930.0,,0,Non,Not a brand,Jumia
506,507,2 Piece Set Men's Round Neck Short Sleeve Shorts Set -Black,1760.32,41,1041.92,,0,Non,Not a brand,Jumia
507,508,2 Piece Set Men's Round Neck Short Sleeve Shorts Set -black,2014.4,47,1064.32,,0,Non,Not a brand,Jumia
508,509,Fashion (Black)Plus Size 2022 New Women's Tunic Soild  Long Shirts Round Neck Short Sleeve Casual Blouses Summer Women Clothing Blouse CHA,1520.0,42,880.0,,0,Non,Not a brand,Jumia
509,510,Fashion (Black)2023 Summer Elegant  Satin Round Neck Short Sleeve Shirts Female Simple Casual Solid Loose Tops Blouses for Women Clothes CHA,2080.0,42,1200.0,,0,Non,Not a brand,Jumia
510,511,Fashion (Dark Purple)2023 Summer Elegant  Satin Round Neck Short Sleeve Shirts Female Simple Casual Solid Loose Tops Blouses for Women Clothes CHA,2080.0,42,1200.0,,0,Non,Not a brand,Jumia
511,512,Fashion (Dark Green)2023 Summer Elegant  Satin Round Neck Short Sleeve Shirts Female Simple Casual Solid Loose Tops Blouses for Women Clothes CHA,2080.0,42,1200.0,,0,Non,Not a brand,Jumia
512,513,Fashion (Black)Spring and Summer Vest Women's Leisure Suspender  Suit with Satin Sleeveless Round Neck Elegant Women's Coat CHA,1880.0,43,1080.0,,0,Non,Not a brand,Jumia
513,514,Fashion Women’s Bodysuit Fashion Casual Long-sleeved Bodysuit Personality Snake Pattern Round Neck High Waist Tight Jumpsuit-black,1493.0,42,866.0,,0,Non,Not a brand,Jumia
514,515,Fashion Rompers Womens Jumpsuit Round Neck Long Sleeve Y Bodysuits Women Jumpsuit  Y Snake Pattern Slim Onesies Bodysuit-black,2124.0,42,1232.0,,0,Non,Not a brand,Jumia
515,516,Fashion Women Wet Look Black Patent Leather Round Neck Sleeveless High Cut Double-ended Zipper Leotard Y Bodysuit Rave Party Clubwear-Black,1872.0,42,1086.0,,0,Non,Not a brand,Jumia
516,517,Fashion Women's Round Collar Long Sleeve Cotton Elastic Bodysuit Jumpsuit-black,1439.0,42,835.0,,0,Non,Not a brand,Jumia
517,518,Fashion Women Adult One-piece Bodystocking Swimsuits Sleeveless Round Neck Stretch Solid Dance Leotard Bodysuit For Y Costumes-black,1690.0,42,981.0,,0,Non,Not a brand,Jumia
518,519,Fashion 2021 Men Tank Tops Mesh Patchwork Round Neck Streetwear Sleeveless See Through Vests Sexy Party Nightclub Men Crop Tops Black,1305.0,42,757.0,,0,Non,Not a brand,Jumia
519,520,Fashion Summer Vest Casual Men Solid Color Round Neck Sleeveless Slim Vest Breathable Fitness Cotton Sports Vest Top Black,1202.0,42,697.0,,0,Non,Not a brand,Jumia
520,521,Fashion Men's Sleeveless Vest Outdoor Running Exercise Fitness Workout Round Neck Vest Quick Dry Breathable Male Muscle Fitness Tank Top Black,1386.0,42,804.0,,0,Non,Not a brand,Jumia
521,522,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size Black,1076.0,42,624.0,,0,Non,Not a brand,Jumia
522,523,Fashion Hollow Out Tank Tops Men Leisure Mesh Vests Summer Sleeveless Round Neck Striped See Through Tops Streetwear Black,1076.0,42,624.0,,0,Non,Not a brand,Jumia
523,524,Fashion Men Tank Tops Mesh Patchwork 2021 Round Neck Sleeveless See Through Sexy Vests Streetwear Party Nightclub Men Crop Tops Black,1309.0,42,759.0,,0,Non,Not a brand,Jumia
524,525,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size Gray,1076.0,42,624.0,,0,Non,Not a brand,Jumia
525,526,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size White,1076.0,42,624.0,,0,Non,Not a brand,Jumia
526,527,Fashion Men Leisure Solid Color Jumpsuit Tank Tops Sexy Fitness Sleeveless Romper Vests Man Round Neck Bodysuit Comfy Tops Black,1302.0,42,755.0,,0,Non,Not a brand,Jumia
527,528,Fashion Men Sports Tank Top Summer Breathable Sleeveless Round Neck Solid Color Tops Running Fitness Tops For Men Clothing Black,1076.0,42,624.0,,0,Non,Not a brand,Jumia
528,529,Fashion Men's Sleeveless Vest Outdoor Running Exercise Fitness Workout Round Neck Vest Quick Dry Breathable Male Muscle Fitness Tank Top Black SFH,1260.0,42,731.0,,0,Non,Not a brand,Jumia
529,530,Fashion For Women Casual Personality Cat Pattern Hot Diamonds Round Neck Female Tops Black,1252.0,42,726.0,,0,Non,Not a brand,Jumia
530,531,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size Gray SFH,1076.0,42,624.0,,0,Non,Not a brand,Jumia
531,532,Fashion Hollow Out Tank Tops Men Leisure Mesh Vests Summer Sleeveless Round Neck Striped See Through Tops Streetwear Black SFH,1076.0,42,624.0,,0,Non,Not a brand,Jumia
532,533,Fashion Men Sports Tank Top Summer Breathable Sleeveless Round Neck Solid Color Tops Running Fitness Tops For Men Clothing Black SFH,1076.0,42,624.0,,0,Non,Not a brand,Jumia
533,534,Fashion Summer Vest Casual Men Solid Color Round Neck Sleeveless Slim Vest Breathable Fitness Cotton Sports Vest Top Black SFH,1097.0,42,636.0,,0,Non,Not a brand,Jumia
534,535,Fashion Personality Fashion Women Shoulder Round Neck T Shirts Summer Short Sleeve Floral Lace Slim Tee Tops Black,1087.0,42,630.0,,0,Non,Not a brand,Jumia
535,536,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size Black SFH,1076.0,42,624.0,,0,Non,Not a brand,Jumia
536,537,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size White SFH,1076.0,42,624.0,,0,Non,Not a brand,Jumia
537,538,Fashion Men Tank Tops Mesh Patchwork 2021 Round Neck Sleeveless See Through Sexy Vests Streetwear Party Nightclub Men Crop Tops Black SFH,1193.0,42,692.0,,0,Non,Not a brand,Jumia
538,539,Fashion 2021 Men Tank Tops Mesh Patchwork Round Neck Streetwear Sleeveless See Through Vests Sexy Party Nightclub Men Crop Tops Black SFH,1188.0,42,689.0,,0,Non,Not a brand,Jumia
539,540,Fashion (black)2022 Summer New Ladies Daisy Print Suspender Top Large Size Loose Vest 8 Colors 8 Yards Round Neck Fashion Loose Casual Coat WEF,1575.0,42,910.0,,0,Non,Not a brand,Jumia
540,541,Fashion (Black)Vintage Flag Print Slim Crop Top Women Summer Casual Round Neck Sleeveless Short Y2k Clothes Retro Chic Streetwear Cotton Tops WEF,1667.0,42,960.0,,0,Non,Not a brand,Jumia
541,542,Fashion (Black)Summer Spandex Women's Top Round Collar Sleeveless Pullover Halter Slim Solid Exposed Umbilicus Korean Style Fashion  Top WEF,1434.0,42,830.0,,0,Non,Not a brand,Jumia
542,543,Fashion (black)Women's Crop Top Cami Camisole Summer Women Slim Sleeveless Backless Spaghetti Strap Round Neck Tank Top Basic Sport Tops WEF,1094.0,42,630.0,,0,Non,Not a brand,Jumia
543,544,Diadora Women Sweat Shirt - Black,569.0,30,398.0,5.0,1,Non,Not a brand,Jumia
544,545,Diadora Women Sweat Shirt - Black,539.0,30,377.0,,0,Non,Not a brand,Jumia
545,546,Smoky Egypt Knitted Drop Shoulder Sweat Shirt - Black,330.0,0,330.0,,0,Non,Not a brand,Jumia
546,547,Activ Plain Pattern Round Collar Short Sleeves Training Mesh T-Shirt - Dark Grey,499.0,30,349.0,,0,official_store,activ,Jumia
547,548,Kady Pyjama Set Plain Pants With Buttoned Round T-shirt - Black Sharcol,819.0,57,349.0,1.0,1,official_store,kady,Jumia
548,549,Cottonil Round-Neck T-Shirts - For Men Black,149.0,16,125.0,3.7,3,Non,Not a brand,Jumia
549,550,Kady Pyjama Set Plain Shorts With Round Buttoned T-shirt - Black Sharcol,639.0,63,239.0,5.0,1,official_store,kady,Jumia
550,551,Activ Kids Basic Self Patterned Round Collar Training T-Shirt - Dark Grey & Black,499.0,28,359.0,,0,official_store,activ,Jumia
551,552,Andora Striped Front Stitched Round Neck T-Shirt - Dark Burgundy,375.0,66,129.0,,0,official_store,andora,Jumia
552,553,Mizuno Round Neck Training T-Shirt - Black & White,399.0,55,179.0,,0,official_store,mizuno,Jumia
553,554,Red Circle Round Collar Slip On Long Sleeves T-shirt - Heather Black,399.0,53,189.0,4.0,1,Non,Not a brand,Jumia
554,555,Red Circle Round Collar Slip On Long Sleeves T-shirt - Dark Green,399.0,53,189.0,,0,Non,Not a brand,Jumia
555,556,Amazon Independent Station I LIKE MURDER European and American fashion round neck skull print sleeveless vest T-shirt wholesale Large black vest (white font) L,924.0,52,440.0,,0,Non,Not a brand,Jumia
556,557,Round  Cufflinks Party French Buttons Accessories Studs Shirt Black,186.0,23,143.0,,0,Non,Not a brand,Jumia
557,558,Luxury Mens Cufflinks Round Crystal Shirt Cuff Links For Black,389.0,23,299.0,,0,Non,Not a brand,Jumia
558,559,Black Agate Silver Round Cufflinks For Mens Formal Tuxedo Shirt French,256.0,29,183.0,,0,Non,Not a brand,Jumia
559,560,Basic Goddess Round Neck Short Sleeve Cool Relaxed Casual Dress Women's Little Black Dress T-shirt,6176.0,0,6176.0,,0,Non,Not a brand,Jumia
560,561,Amazon Independent Station I LIKE MURDER European and American fashion round neck skull print sleeveless vest T-shirt wholesale Large black vest (white font) L,924.0,52,440.0,,0,Non,Not a brand,Jumia
561,562,100% Goat Cashmere T-shirt Men's Round Neck-Black,5837.0,42,3386.0,,0,Non,Not a brand,Jumia
562,563,Amazon Independent Station I LIKE MURDER European and American fashion round neck skull print sleeveless vest T-shirt wholesale Large black vest (white font) L,924.0,48,480.0,,0,Non,Not a brand,Jumia
563,564,Fashion (Black)Homewear Suits Women Pajamas Set Star Print Round Neck T Shirt Elastic Waist Drawstring Sweatpants Fashion Pajama Sets Sleepwear XXA,1779.0,42,1030.0,,0,Non,Not a brand,Jumia
564,565,Fashion (Black)100% Cotton Bottoming Shirt Ladies Round Neck,1781.0,23,1370.0,,0,Non,Not a brand,Jumia
565,566,Fashion (A-black)Women Casual Wide Round Wooden Buckle Straw Belt PP Straw Fashion Elastic Waist Chain Dress Belt Shirt Body Jewelry Necklace MOS,1653.0,43,950.0,,0,Non,Not a brand,Jumia
566,567,Fashion (black)1PC Women Fashion Casual Straw Belt Round Wooden Buckle Elastic Waist Chain Belly Necklace Body Jewelry Dress Shirt Accessories MOS,1653.0,43,950.0,,0,Non,Not a brand,Jumia
567,568,Black 105x2.5cm Women Belts Matching Suit Belt Women's Fashion Pu Winding round Buckle Vintage Ornament Jeans Shirt Thin Belt,487.36,0,487.36,,0,Non,Not a brand,Jumia
568,569,Fashion (2-black)1PC Women Fashion Casual Straw Belt Round Wooden Buckle Elastic Waist Chain Belly Necklace Body Jewelry Dress Shirt Accessories MOS,1653.0,43,950.0,,0,Non,Not a brand,Jumia
569,570,Fashion (black)1PC Women Fashion Casual Straw Belt Round Wooden Buckle Elastic Waist Chain Belly Necklace Body Jewelry Dress Shirt Accessories MOS,1653.0,43,950.0,,0,Non,Not a brand,Jumia
570,571,Fashion Short Sleeveless Top With Round Neck Womens Basic T-shirt Sexy White T-Shirt With Shoulders Disposable Black Brooved Black Casual,664.8,0,664.8,,0,Non,Not a brand,Jumia
571,572,Fashion Short Sleeveless Top With Round Neck Womens Basic T-shirt Sexy White T-Shirt With Shoulders Disposable Black Brooved Black Casual,664.8,0,664.8,,0,Non,Not a brand,Jumia
572,573,Fashion Short Sleeveless Top With Round Neck Womens Basic T-shirt Sexy White T-Shirt With Shoulders Disposable Black Brooved Black Casual,664.8,0,664.8,,0,Non,Not a brand,Jumia
573,574,Fashion Sexy Basic T-Shirt Summer Knitted Sexy With Round Neck Womens Black Broken Shoulder Shoulders,400.8,0,400.8,,0,Non,Not a brand,Jumia
574,575,1/6 Men's Round Collar T-shirt Clothing For 12 Inch Action Black,331.0,17,276.0,,0,Non,Not a brand,Jumia
575,576,Quality  Round Cufflinks Shirt Buttons Accessories Party Studs Black,215.0,33,143.0,,0,Non,Not a brand,Jumia
576,577,Fashion Casual Flower Print Vintage Tops Pullover Female Elegant Streetwear T-shirts Black,1101.0,42,638.0,,0,Non,Not a brand,Jumia
577,578,Fashion Women's Sleeveless Top Black T-shirt with Round Neck For Women Regular Cutting Ring with Stamped Letters,403.2,0,403.2,,0,Non,Not a brand,Jumia
578,579,Straw Wide Belt Female Woven Vintage Round Wooden Buckle Decorative Dress Shirt Belt Black Strips,425.46,47,225.12,,0,Non,Not a brand,Jumia
579,580,Fashion African Ladies Casual Loose T Shirt Dress Round Neck Black Charater Printed -Type 1 Black,2611.0,42,1515.0,,0,Non,Not a brand,Jumia
580,581,Fashion African Ladies Casual Loose T Shirt Dress Round Neck Black Charater Printed -Type 3- Black,2611.0,42,1515.0,,0,Non,Not a brand,Jumia
581,582,Fashion African Ladies Casual Loose T Shirt Dress Round Neck Black Charater Printed -Type 4-Blue,2611.0,42,1515.0,,0,Non,Not a brand,Jumia
582,583,Fashion African Ladies Casual Loose T Shirt Dress Round Neck Black Charater Printed -Type 4-Black,2611.0,42,1515.0,,0,Non,Not a brand,Jumia
583,584,Fashion Women's Sleeveless Top Black T-shirt with Round Neck For Women Regular Cutting Ring with Stamped Letters,443.2,0,443.2,,0,Non,Not a brand,Jumia
584,585,Fashion Short Sleeveless Top With Round Neck Womens Basic T-shirt Sexy White T-Shirt With Shoulders Disposable Black Brooved Black Casual,704.8,0,704.8,,0,Non,Not a brand,Jumia
585,586,Fashion Short Sleeveless Top With Round Neck Womens Basic T-shirt Sexy White T-Shirt With Shoulders Disposable Black Brooved Black Casual,704.8,0,704.8,,0,Non,Not a brand,Jumia
586,587,Fashion Sexy Basic T-Shirt Summer Knitted Sexy With Round Neck Womens Black Broken Shoulder Shoulders,440.8,0,440.8,,0,Non,Not a brand,Jumia
587,588,Fashion Short Sleeveless Top With Round Neck Womens Basic T-shirt Sexy White T-Shirt With Shoulders Disposable Black Brooved Black Casual,704.8,0,704.8,,0,Non,Not a brand,Jumia
588,589,Andora Sportive T-shirt Half Sleeves Round Neck- Dark Red,299.0,67,99.0,,0,Non,Not a brand,Jumia
589,590,1/6 Males Clothes Short Sleeve Round Neck T-shirt And Casual Black,595.0,23,458.0,,0,Non,Not a brand,Jumia
590,591,"Andora Comfortable Round Neck Printed Sleep Shirt - Green, Pink & Black.",224.0,33,149.0,5.0,1,official_store,andora,Jumia
591,592,Fashion Autumn Casual Round Neck Tops Pullover Fashion Solid Ribbed Knitted Sweater For Male Winter Long Sleeve Men Knitwear Jumper-03 Black,2585.0,42,1500.0,,0,Non,Not a brand,Jumia
592,593,Sweater Men Winter Cashmere Warm Turtleneck-Black,2468.0,42,1432.0,,0,Non,Not a brand,Jumia
593,594,Autumn  Men's Pullover Sweater Korean Vest -Black,2818.0,42,1635.0,,0,Non,Not a brand,Jumia
594,595,Fashion / Men's Wear Clic Round Collar Sweater-Black,3100.0,42,1798.0,,0,Non,Not a brand,Jumia
595,596,Fashion Winter Sweater Men Thicken Loose Print Flame Knitted Sweater Student Tops Clothes Autumn Round Neck Pullover Long Sleeve Men-Black,2955.0,42,1714.0,,0,Non,Not a brand,Jumia
596,597,Fashion Striped Sweater Men's Autumn Winter Korean Trend Loose Ins Plush Knitted Pullover Tops Round Collar Chic Clothing 9D1241-Black,2997.0,42,1739.0,,0,Non,Not a brand,Jumia
597,598,Men Vests Knitted Solid Color Round Neck-Black,1960.0,42,1137.0,,0,Non,Not a brand,Jumia
598,599,Fashion Neck Short Sleeve Cotton Tops Short T-Shirt Femme Kawaii T Shirt Women Dark Blue,1087.0,42,630.0,,0,Non,Not a brand,Jumia
599,600,Fashion Crop Top Women's Shirt Girls Lady Tee Tops Streetwear Camiseta Mujer Dark Green,1087.0,42,630.0,,0,Non,Not a brand,Jumia
600,601,Fashion Femme Navel T-shirt Round Neck Short Loose Tee Shirt Summer Streetwear White,1087.0,42,630.0,,0,Non,Not a brand,Jumia
601,602,Fashion Cotton Crop Top Women's Shirt Girls Lady Tee Tops Streetwear Camiseta Mujer Black,1087.0,42,630.0,,0,Non,Not a brand,Jumia
602,603,Fashion Neck Short Sleeve Cotton Tops Short T-Shirt Femme Kawaii T Shirt Women Dark Green,1087.0,42,630.0,,0,Non,Not a brand,Jumia
603,604,16 Jeans Large Size Women Summer Animal Print Diamond T Shirtpants Black Round hot pants,2347.8,0,2347.8,,0,Non,Not a brand,Jumia
604,605,16 Jeans Large Size Women Summer Animal Print Diamond T Shirtpants Black Round hot pants,2347.8,0,2347.8,,0,Non,Not a brand,Jumia
605,606,Kady Front Girl Long Sleevs Dark Purple Round T-shirt,279.0,66,95.0,3.0,7,official_store,kady,Jumia
606,607,Premoda Printed Skull Round Neck T-shirt - Black,1.0,0,1.0,,0,official_store,premoda,Jumia
607,608,Sun Set Solid Basic Rounded Black T-shirt 100% Cotton,779.0,0,779.0,,0,Non,Not a brand,Jumia
608,609,"Izo Tshirt Cotton Round Neck ""No Pain No Gain One Color"" T-Shirt - Black",99.0,0,99.0,,0,Non,Not a brand,Jumia
609,610,Dalydress Provence Stripe Rounded Neck T-shirt - Black & White,159.0,0,159.0,,0,official_store,dalydress,Jumia
610,611,Dalydress Provence Stripe Rounded Neck T-shirt - Black & White,449.0,0,449.0,,0,Non,Not a brand,Jumia
611,612,Dalydress Provence Stripe Rounded Neck T-shirt - Black & White,1614.0,0,1614.0,,0,official_store,dalydress,Jumia
612,613,Printed Round Neck Boy's T-Shirt - Black,60.0,0,60.0,5.0,1,Non,Not a brand,Jumia
0,1,Heavy Two Color T-Shirt Black,499.0,50,250.0,,,official_store,sutra,sutra
1,2,Heavy Two Color T-Shirt SUTRA EST Black,499.0,50,250.0,,,official_store,sutra,sutra
2,3,boy T-Shirt PR-Rubik Cube Black,299.0,50,150.0,,,official_store,sutra,sutra
3,4,Heavy Two Color T-Shirt Stay Unique Black,499.0,50,250.0,,,official_store,sutra,sutra
4,5,Over Size PR-Fitrah Black,349.0,50,175.0,,,official_store,sutra,sutra
5,6,Over Size PR-Turn Coffee Black,499.0,50,250.0,,,official_store,sutra,sutra
6,7,Over Size PR-hieroglyphic Black,499.0,50,250.0,,,official_store,sutra,sutra
7,8,Over Size PR-SUTRA Black,499.0,50,250.0,,,official_store,sutra,sutra
8,9,Over Size PR_Human Nature Black,349.0,50,175.0,,,official_store,sutra,sutra
9,10,Summer Milton Patch Karuh Black,399.0,50,200.0,,,official_store,sutra,sutra
10,11,Over Size PR-Passport Black,499.0,50,250.0,,,official_store,sutra,sutra
11,12,Over Size PR-Wings Black,349.0,50,175.0,,,official_store,sutra,sutra
12,1,Over Size PR-Brush Black,349.0,50,175.0,,,official_store,sutra,sutra
13,2,Over Size PR-Anubis Black,499.0,50,250.0,,,official_store,sutra,sutra
14,3,Over Size PR-I’m Programmer Black,499.0,50,250.0,,,official_store,sutra,sutra
15,4,Over Size PR-Egypt Map Black,499.0,50,250.0,,,official_store,sutra,sutra
16,5,Over Size PR-Sutra Num Black,349.0,50,175.0,,,official_store,sutra,sutra
17,6,Over Size PR-Fire Ball Black,349.0,50,175.0,,,official_store,sutra,sutra
18,7,Over Size PR-Pharaonic Wings Black,499.0,50,250.0,,,official_store,sutra,sutra
19,8,Over Size PR-Cairo Pocket Black,499.0,50,250.0,,,official_store,sutra,sutra
20,9,Over Size PR-X-Ray Black,349.0,50,175.0,,,official_store,sutra,sutra
21,10,Over Size PR-Sutra Star Black,349.0,50,175.0,,,official_store,sutra,sutra
22,11,Over Size PR-Sutra Multi Color Black,349.0,50,175.0,,,official_store,sutra,sutra
23,12,Over Size PR-Unique Line Black,349.0,50,175.0,,,official_store,sutra,sutra
24,1,OVER SIZE PR-SUTRA Havan,499.0,50,250.0,,,official_store,sutra,sutra
