search_rank,product_name,old_price,discount,new_price,source,rating,number_of_ratings,official_store,brand_name
2,Linen Big Line Blue,599.0,50,300.0,sutra,,,official_store,sutra
3,Poplin Thin Line Red,449.0,50,225.0,sutra,,,official_store,sutra
4,Poplin Big Line Beige,449.0,50,225.0,sutra,,,official_store,sutra
5,Poplin Big Line Turquoise,449.0,50,225.0,sutra,,,official_store,sutra
6,Over Size PR-Turn Coffee Black,499.0,50,250.0,sutra,,,official_store,sutra
7,Over Size PR-Cairo White,499.0,50,250.0,sutra,,,official_store,sutra
8,Knitwear Polo Line Collar Black,499.0,50,250.0,sutra,,,official_store,sutra
9,Over Size PR-Pharaonic Beige,399.0,50,200.0,sutra,,,official_store,sutra
10,OVER SIZE PR-Puzzle Havan,349.0,50,175.0,sutra,,,official_store,sutra
11,Basic Slides Beka Green,329.0,50,165.0,sutra,,,official_store,sutra
12,Over Size PR-Pyramids Dark Blue,499.0,50,250.0,sutra,,,official_store,sutra
1,Over Size PR-Palestine Pocket Green,499.0,50,250.0,sutra,,,official_store,sutra
2,Knitwear Polo Line Collar White,499.0,50,250.0,sutra,,,official_store,sutra
3,Slim Fit Polo PR-Folkloric White,499.0,50,250.0,sutra,,,official_store,sutra
4,Over Size PR-My Code Dark Blue,499.0,50,250.0,sutra,,,official_store,sutra
5,Over Size PR-Lotus Dark Blue,499.0,50,250.0,sutra,,,official_store,sutra
6,Over Size PR-Sphinx White,499.0,50,250.0,sutra,,,official_store,sutra
7,Over Size PR-Nefertiti White,499.0,50,250.0,sutra,,,official_store,sutra
8,Over Size PR-hieroglyphic Black,499.0,50,250.0,sutra,,,official_store,sutra
9,Over Size Slides Line Sleeves Green,499.0,50,250.0,sutra,,,official_store,sutra
10,Over Size PR-Maze White,349.0,50,175.0,sutra,,,official_store,sutra
11,Over Size PR-Beach White,349.0,50,175.0,sutra,,,official_store,sutra
12,Slim Fit Polo Basic Plant Green,499.0,50,250.0,sutra,,,official_store,sutra
1,Over Size PR-Sutra Multi Color Black,349.0,50,175.0,sutra,,,official_store,sutra
2,Over Size PR-Fire Ball Black,349.0,50,175.0,sutra,,,official_store,sutra
3,Over Size PR-Sutra Num Black,349.0,50,175.0,sutra,,,official_store,sutra
4,Slim Fit PR-Kite Havan,349.0,50,175.0,sutra,,,official_store,sutra
5,Slim Fit PR-Cross Line Mint,349.0,50,175.0,sutra,,,official_store,sutra
6,Over Size PR-Vibration Beige,349.0,50,175.0,sutra,,,official_store,sutra
7,Slim Fit PR-Full Cactus Green,349.0,50,175.0,sutra,,,official_store,sutra
8,Basic Slides Beka Red,329.0,50,165.0,sutra,,,official_store,sutra
9,Over Size PR-Egypt Map Black,499.0,50,250.0,sutra,,,official_store,sutra
10,Over Size PR-Pyramids Beige,499.0,50,250.0,sutra,,,official_store,sutra
11,Over Size PR-Passport Black,499.0,50,250.0,sutra,,,official_store,sutra
12,Over Size PR-Pharaonic Wings Black,499.0,50,250.0,sutra,,,official_store,sutra
1,Over Size PR-Anubis Black,499.0,50,250.0,sutra,,,official_store,sutra
2,Slim Fit Polo PR-Slash Red,499.0,50,250.0,sutra,,,official_store,sutra
3,Slim Fit Polo PR-S Black,499.0,50,250.0,sutra,,,official_store,sutra
4,Slim Fit Polo PR-Pyramids Yellow,499.0,50,250.0,sutra,,,official_store,sutra
5,Over Size PR-SUTRA Mint,499.0,50,250.0,sutra,,,official_store,sutra
6,Over Size PR-SUTRA Black,499.0,50,250.0,sutra,,,official_store,sutra
7,Over Size PR-SUTRA Green,499.0,50,250.0,sutra,,,official_store,sutra
8,Over Size Slides Line Sleeves Orange,499.0,50,250.0,sutra,,,official_store,sutra
9,Over Size PR-Great Host Silver,499.0,50,250.0,sutra,,,official_store,sutra
10,Over Size Slides Line Sleeves Mint,499.0,50,250.0,sutra,,,official_store,sutra
11,Over Size PR-Special Language Dark Blue,499.0,50,250.0,sutra,,,official_store,sutra
12,Over Size PR_Arabic Chest Mint,349.0,50,175.0,sutra,,,official_store,sutra
1,Over Size PR_Human Nature Black,349.0,50,175.0,sutra,,,official_store,sutra
2,Slim Fit Polo Basic Havan,499.0,50,250.0,sutra,,,official_store,sutra
3,Over Size PR-Inspiring Havan,349.0,50,175.0,sutra,,,official_store,sutra
4,Over Size PR-Try Black,349.0,50,175.0,sutra,,,official_store,sutra
5,Over Size Round Summer Milton Watermelon,399.0,50,200.0,sutra,,,official_store,sutra
6,Over Size PR-X-Ray Black,349.0,50,175.0,sutra,,,official_store,sutra
7,Over Size PR-Sutra Star Black,349.0,50,175.0,sutra,,,official_store,sutra
8,Over Size Round Summer Milton Yellow,399.0,50,200.0,sutra,,,official_store,sutra
9,Summer Milton Patch Karuh Black,399.0,50,200.0,sutra,,,official_store,sutra
10,Over Size PR-Hopeful Green,349.0,50,175.0,sutra,,,official_store,sutra
11,Over Size PR-Distinctive Beige,349.0,50,175.0,sutra,,,official_store,sutra
12,Over Size PR-Unique Mint,349.0,50,175.0,sutra,,,official_store,sutra
1,Over Size PR-Dreamer Baby Blue,349.0,50,175.0,sutra,,,official_store,sutra
2,Over Size PR-Vibration White,349.0,50,175.0,sutra,,,official_store,sutra
3,Over Size PR-Mexican Beige,349.0,50,175.0,sutra,,,official_store,sutra
4,Over Size PR-I’m Programmer Black,499.0,50,250.0,sutra,,,official_store,sutra
5,Over Size PR-Programmer Comma White,499.0,50,250.0,sutra,,,official_store,sutra
6,Over Size PR-Aliens DiD Mint,499.0,50,250.0,sutra,,,official_store,sutra
7,Over Size PR-Pyramids Pocket Mint,499.0,50,250.0,sutra,,,official_store,sutra
8,Over Size PR-Cairo Pocket Black,499.0,50,250.0,sutra,,,official_store,sutra
9,Over Size PR-Unique Line Black,349.0,50,175.0,sutra,,,official_store,sutra
10,Over Size PR-On Fire Orange,349.0,50,175.0,sutra,,,official_store,sutra
11,Over Size PR-Pharaonic Symbols Dark Blue,499.0,50,250.0,sutra,,,official_store,sutra
12,Over Size PR-Brush Black,349.0,50,175.0,sutra,,,official_store,sutra
1,Summer Milton Patch Karuh Green,399.0,50,200.0,sutra,,,official_store,sutra
2,Knitwear Round Vertical Multi Color Blue,479.0,50,240.0,sutra,,,official_store,sutra
3,Slim Fit PR-Grass Green,349.0,50,175.0,sutra,,,official_store,sutra
4,OVER SIZE PR-SUTRA Havan,499.0,50,250.0,sutra,,,official_store,sutra
5,Formal Pant - White,666.0,0,666.0,sutra,,,official_store,sutra
6,Slim Fit Polo Basic Wine,499.0,30,349.0,sutra,,,official_store,sutra
7,Slim Fit Polo Basic Watermelon,499.0,30,349.0,sutra,,,official_store,sutra
8,Slim Fit Polo Basic Dark Petrol,499.0,30,349.0,sutra,,,official_store,sutra
9,Knitwear Polo Line Collar Dark Blue,499.0,50,250.0,sutra,,,official_store,sutra
10,Milton boys Sweatpants Olive,349.0,30,244.0,sutra,,,official_store,sutra
11,Milton boys Sweatpants Petrol,349.0,30,244.0,sutra,,,official_store,sutra
12,Milton boys Sweatpants Dark Blue,349.0,30,244.0,sutra,,,official_store,sutra
1,Milton boys Sweatpants Dark Oily,349.0,30,244.0,sutra,,,official_store,sutra
2,Milton boys Sweatpants Mint,349.0,30,244.0,sutra,,,official_store,sutra
3,Milton boys Sweatpants Coffe,349.0,30,244.0,sutra,,,official_store,sutra
4,Milton boys Sweatpants Black,349.0,30,244.0,sutra,,,official_store,sutra
5,Over Size Slides Line Sleeves White,499.0,50,250.0,sutra,,,official_store,sutra
6,Over Size PR-Star White,349.0,50,175.0,sutra,,,official_store,sutra
7,Summer Milton Patch Lines White,399.0,50,200.0,sutra,,,official_store,sutra
8,Over Size PR-Brush Green,349.0,50,175.0,sutra,,,official_store,sutra
9,Over Size PR-Wings Black,349.0,50,175.0,sutra,,,official_store,sutra
10,Over Size PR-Plastic Art White,349.0,50,175.0,sutra,,,official_store,sutra
11,Linen Big Line Rose,599.0,0,599.0,sutra,,,official_store,sutra
